self_1,s1,self_2,s2,self_3,s3,self_4,s4,self_5,s5,self_6,s6,self_7,s7,self_8,s8,self_9,s9,self_10,s10
I am a brother of two siblings.,R,I am the son of a single mother.,R,I am a college graduate.,C,I am an athlete.,C,I am a Christian.,C,I am a political independent.,C,I am a youth advocate.,C,I am a photographer.,C,I am an environmentalist.,C,I am a volunteer.,C
I am a wife.,R,I am a mother.,R,I am a daughter.,R,I am a student.,C,I am a teacher.,C,I am an employee.,C,I am a gamer.,C,I am an artist.,C,I am a writer.,C,I am a Christian.,C
I am a mother/father.,R,I am an army veteran.,C,I am a devout Christian.,C,I am a college graduate.,C,I am a professional in the finance industry.,C,I am a proud American.,C,I am a passionate cook.,C,I am a dog lover.,C,I am a devoted fan of a sports team.,C,I am an environmental activist.,C
I am a student.,C,I am a parent.,R,I am a friend.,R,I am a teacher.,C,I am an artist.,C,I am an athlete.,C,I am a musician.,C,I am a son or daughter.,R,I am a businessperson.,C,I am a community member.,C
I am a daughter or son.,R,I am a student.,C,I am a worker.,C,I am a city dweller.,C,I am a parent.,R,I am an athlete.,C,I am an artist.,C,I am a religious follower.,C,I am a community volunteer.,C,I am a political activist.,C
I am a woman.,C,I am a man.,C,I am Hispanic.,C,I am Asian.,C,I am African American.,C,I am a student.,C,I am an athlete.,C,I am a Christian.,C,I am an LGBTQ+ person.,C,I am an artist.,C
I am a father.,R,I am an artist.,C,I am a teacher.,C,I am a writer.,C,I am a student.,C,I am a musician.,C,I am an athlete.,C,I am a nurse.,C,I am a chef.,C,I am a entrepreneur.,C
I am a daughter/son.,R,I am Christian/Muslim/Jewish/Hindu/etc.,C,I am a woman/man.,C,I am a sister/brother/sibling/friend.,R,I am a student/worker.,C,I am a parent/guardian.,R,I am from a certain city/town/country.,C,I am a college/university graduate.,C,I am a sports enthusiast.,C,I am a artist/musician/writer/etc.,C
I am a son/daughter.,R,I am a friend.,R,I am a sibling.,R,I am a student.,C,I am employed.,C,I am an athlete.,C,I am a writer.,C,I am a musician.,C,I am an adventurer.,C,I am a dreamer.,C
I am a student.,C,I am an artist.,C,I am a teacher.,C,I am a friend.,R,I am a parent.,R,I am a writer.,C,I am a businessperson.,C,I am an athlete.,C,I am a volunteer.,C,I am a musician.,C
I am a son/daughter.,R,I am a student.,C,I am a friend .,R,I am a colleague.,R,I am a Christian.,C,I am a lover.,C,I am an African-American.,C,I am a friend of nature.,R,I am a democrat.,C,I am an artist.,C
I am an American,C,I am a woman,C,I am a Christian,C,I am a college student,C,I am an artist,C,I am a musician,C,I am a runner,C,I am a gardener,C,I am a teacher,C,I am a volunteer,C
I am a female.,C,I am a student.,C,I am a member of a certain religion.,C,I am a cyclist.,C,I am a child of immigrants.,R,I am an artist.,C,I am a volunteer.,C,I am a political activist.,C,I am a reader.,C,I am a teacher.,C
I am a human.,C,I am a student.,C,I am a Christian.,C,I am an engineer.,C,I am a worker.,C,I am a parent.,R,I am a musician.,C,I am a teacher.,C,I am an athlete.,C,I am an artist.,C
I am a son/daughter,R,I am a friend,R,I am a colleague,R,I am a neighbor,R,I am a partner,R,I am an artist,C,I am a musician,C,I am an athlete,C,I am a religious person,C,I am a business professional,C
I am an American.,C,I am a student.,C,I am a parent.,R,I am a friend.,R,I am a Christian.,C,I am a musician.,C,I am an artist.,C,I am an athlete.,C,I am a gamer.,C,I am a entrepreneur.,C
I am a son/daughter.,R,I am a sibling.,R,I am a student.,C,I am a friend.,R,I am a believer in a particular religion.,C,I am a creative person.,C,I am an athlete.,C,I am a worker.,C,I am a volunteer.,C,I am an artist.,C
I am a mother.,R,I am a daughter.,R,I am an employee.,C,I am a writer.,C,I am a friend.,R,I am a student.,C,I am an athlete.,C,I am a distant relative.,R,I am a musician.,C,I am an artist.,C
I am an American.,C,I am a Christian.,C,I am a parent.,R,I am a child.,R,I am a student.,C,I am an employee.,C,I am an entrepreneur.,C,I am a writer.,C,I am a musician.,C,I am an artist.,C
I am a student.,C,I am a mother.,R,I am a daughter.,R,I am a wife.,R,I am an employee.,C,I am an artist.,C,I am a Christian.,C,I am an athlete.,C,I am a teacher.,C,I am a friend.,R
I am a son/daughter,R,I am a student,C,I am an employee,C,I am a friend,R,I am a sibling,R,I am a neighbor,R,I am a teammate,C,I am a partner,R,I am a member of a religious or spiritual community,C,I am a community volunteer,C
I am a female.,C,I am an artist.,C,I am a Christian.,C,I am a college student.,C,I am a music enthusiast.,C,I am a reader.,C,I am a volunteer.,C,I am an environmentalist.,C,I am a foodie.,C,I am an entrepreneur.,C
I am a Christian.,C,I am a Liberal.,C,I am a Democrat.,C,I am a Doctor.,C,I am a Hairdresser.,C,I am an Artist.,C,I am a Teacher.,C,I am a Son.,R,I am a Sister.,R,I am an Aunt.,R
I am a daughter/son.,R,I am a brother/sister.,R,I am a student.,C,I am an employee.,C,I am a friend.,R,I am a photographer.,C,I am a hobbyist.,C,I am an athlete.,C,I am a club member.,C,I am a proud parent.,R
I am a female.,C,I am 18 years old.,C,I am Hispanic.,C,I am an artist.,C,I am a runner.,C,I am a student.,C,I am an atheist.,C,I am a daughter.,R,I am a vegan.,C,I am a volunteer.,C
I am a son.,R,I am a daughter.,R,I am a cousin.,R,I am a friend.,R,I am married.,C,I am a student.,C,I am a professional.,C,I am a citizen.,C,I am religious.,C,I am an artist.,C
I am a member of a certain faith.,C,I am a parent.,R,I am a student.,C,I am a financial contributor to my family.,C,I am a resident of a certain city.,C,I am a dedicated follower of a certain political party.,C,I am an employee of a certain company.,C,I am a member of an organized sports team.,C,I am an active participant in my community.,C,I am a volunteer for a local charity.,C
I am a woman.,C,I am a man.,C,I am an athlete.,C,I am a partner.,R,I am a parent.,R,I am a student.,C,I am a professional.,C,I am a musician.,C,I am a writer.,C,I am a mentor.,C
I am a Christian.,C,I am a Pisces.,C,I am a college student.,C,I am from the Midwest.,C,I am an American.,C,I am a sibling.,R,I am a runner.,C,I am a Democrat.,C,I am a vegetarian.,C,I am an environmentalist.,C
I am male.,C,I am female.,C,I am a student.,C,I am a parent.,R,I am an artist.,C,I am a businessperson.,C,I am a teacher.,C,I am a professional.,C,I am a hobbyist.,C,I am a volunteer.,C
I am a religious follower,C,I am a citizen,C,I am an ethnic group member,C,I am an artist,C,I am a student,C,I am a family member,R,I am a political party member,C,I am a professional,C,I am a hobbyist,C,I am a sports fan,C
I am a son/daughter/daughter-in-law/son-in law,R,"I am an individual with unique talents, values, beliefs and opinions",C,I am a responsible citizen with rights and obligations,C,I am committed to improving my community,C,I am open to life’s challenges and new experiences,C,"I am a mixture of physical, mental and spiritual characteristics",C,"I am a person with ancestors, a past and a legacy",C,"I am educated, constantly learning and growing",C,"I am a professional, an artist, an athlete, etc.",C,"I am a member of various cultural, religious, political and social groups.",C
I am a student.,C,I am a parent.,R,I am a teacher.,C,I am a journeyperson.,C,I am a friend.,R,I am a sports fan.,C,I am a food lover.,C,I am an activist.,C,I am a traveler.,C,I am a nature lover.,C
I am a woman.,C,I am a student.,C,I am a Christian.,C,I am an engineer.,C,I am an artist.,C,I am a parent.,R,I am an American.,C,I am a dentist.,C,I am a musician.,C,I am a teacher.,C
I am a human being.,C,I am a daughter/son.,R,I am a parent.,R,I am a friend.,R,I am a professional.,C,I am a Christian.,C,I am an American citizen.,C,I am a Democrat or Republican.,C,I am a student.,C,I am an athlete.,C
I am a mother,R,I am a daughter,R,I am a sister,R,I am a wife,R,I am a friend,R,I am an artist,C,I am an athlete,C,I am a scientist,C,I am a musician,C,I am a teacher,C
I am a daughter.,R,I am an older sister.,R,I am an employee.,C,I am a student.,C,I am a Christian.,C,I am a runner.,C,I am a vegetarian.,C,I am a pet owner.,C,I am a homeowner.,C,I am a volunteer.,C
I am a son or daughter.,R,I am a brother or sister.,R,I am a student.,C,I am an employee or employer.,C,I am a parent.,R,I am a friend.,R,I am a taxpayer.,C,I am a citizen.,C,I am a member of a certain race or ethnicity.,C,I am a member of a certain religion.,C
I am an artist,C,I am a Christian,C,I am a musician,C,I am loyal,C,I am a lover of nature,C,I am an animal rights advocate,C,I am a feminist,C,I am college student,C,I am a patient,C,I am an independent thinker,C
I am a woman.,C,I am a man.,C,I am a parent.,R,I am a child.,R,I am a daughter.,R,I am a son.,R,I am an immigrant.,C,I am an artist.,C,I am an athlete.,C,I am a scientist.,C
I am a male,C,I am a Christian,C,I am a college student,C,I am an American,C,I am an artist,C,I am a runner,C,I am a social thinker,C,"I am a single, young adult",C,I am an employee,C,I am an entrepreneur,C
I am a son/daughter.,R,I am a student.,C,I am an employee.,C,I am a friend.,R,I am a sibling.,R,I am a relative.,R,I am a pet parent.,R,I am an athlete.,C,I am a volunteer.,C,I am a member of a club.,C
I am proud to be a parent.,R,I am a student.,C,I am a worker.,C,I am a loyal friend.,R,I am an introvert.,C,I am a savior of animals.,C,I am a believer in objective morality.,C,I am a servant of God.,C,I am a seeker of knowledge.,C,I am a protector of the environment.,C
I am female.,C,I am a student.,C,I am a Christian.,C,I am a mother.,R,I am an American.,C,I am an engineer.,C,I am a feminist.,C,I am a friend.,R,I am a vegan.,C,I am an artist.,C
I am a woman.,C,I am a college student.,C,I am a Christian.,C,I am from the Midwest.,C,I am creative.,C,I am an introvert.,C,I am a teacher.,C,I am an athlete.,C,I am a musician.,C,I am a loyal friend.,R
I am a woman,C,I am a Native American,C,I am a Christian,C,I am a student,C,I am a professional,C,I am a foodie,C,I am an artist,C,I am an athlete,C,I am a techie,C,I am a liberal,C
I am a woman.,C,I am a man.,C,I am a parent.,R,I am a grandparent.,R,I am female.,C,I am male.,C,I am a student.,C,I am a worker.,C,I am a leader.,C,I am an artist.,C
I am LGBTQ.,C,I am Black.,C,I am Male.,C,I am Buddhist.,C,I am a single parent.,C,I am a college student.,C,I am an immigrant.,C,I am a professor.,C,I am an athlete.,C,I am disabled.,C
I am an artist.,C,I am an advocate.,C,I am a teacher.,C,I am a student.,C,I am a parent.,R,I am a runner.,C,I am a writer.,C,I am an athlete.,C,I am a musician.,C,I am a volunteer.,C
I am a man/woman.,C,I am a father/mother.,R,I am a student.,C,I am an employee.,C,I am a Christian.,C,I am a Democrat/Republican.,C,I am a singer.,C,I am an athlete.,C,I am an artist.,C,I am a gamer.,C
I am a son,R,I am a daughter,R,I am a husband,R,I am a wife,R,I am a parent,R,I am an athlete,C,I am a student,C,I am a Christian,C,I am a vegan,C,I am an artist,C
I am an artist.,C,I am gender-fluid.,C,I am a student.,C,I am a socialist.,C,I am a dancer.,C,I am a global citizen.,C,I am an athlete.,C,I am a supporter of workers' rights.,C,I am a musician.,C,I am a vegan.,C
I am a mother.,R,I am a student.,C,I am an artist.,C,I am a Christian.,C,I am a teacher.,C,I am a runner.,C,I am a writer.,C,I am a businesswoman.,C,I am a homemaker.,C,I am an outdoorsman.,C
I am a woman.,C,I am a man.,C,I am a student.,C,I am a teacher.,C,I am a professional.,C,I am a lover of music.,C,I am an artist.,C,I am an animal lover.,C,I am a writer.,C,I am an entrepreneur.,C
I am an American citizen.,C,I am a student.,C,I am a Christian.,C,I am a musician.,C,I am a member of a certain ethnic group.,C,I am a female.,C,I am a athlete.,C,I am left-handed.,C,I am a musician.,C,I am an artist.,C
I am a parent,R,I am a friend,R,I am a student,C,I am a sister,R,I am an employee,C,I am a coach,C,I am a Christian,C,I am a volunteer,C,I am a neighbor,R,I am a daughter,R
I am a woman.,C,I am a student.,C,I am a friend.,R,I am a brother.,R,I am an artist.,C,I am a Christian.,C,I am a citizen.,C,I am a gamer.,C,I am a volunteer.,C,I am a teacher.,C
I am a son/daughter.,R,I am a husband/wife.,R,I am a parent.,R,I am a student.,C,I am an athlete.,C,I am a professional.,C,I am an artist.,C,I am a musician.,C,I am a teacher.,C,I am a leader.,C
I am a daughter/son.,R,I am a wife/husband.,R,I am a friend.,R,I am a student.,C,I am a parent.,R,I am an employee.,C,I am an American/Canadian/Mexican (or any other nationality).,C,I am a Christian/Muslim/Buddhist (or any other religion).,C,I am an artist/musician/athlete (or any other occupation).,C,I am a geek/nerd.,C
I am Hispanic,C,I am a mother,R,I am a sports fan,C,I am a Christian,C,I am a feminist,C,I am an artist,C,I am a scientist,C,I am a gamer,C,I am a reader,C,I am a runner,C
I am a New Yorker.,C,I am a Christian.,C,I am a student.,C,I am a daughter.,R,I am a sister.,R,I am an entrepreneur.,C,I am a musician.,C,I am a vegan.,C,I am a puppy-lover.,C,I am an environmentalist.,C
I am an individual.,C,I am a son or daughter.,R,I am a parent.,R,I am a friend.,R,I am a student.,C,I am an employee.,C,I am a professional.,C,I am an artist.,C,"I am a member of a religious, spiritual, or cultural group.",C,I am a citizen of a country.,C
I am a Catholic.,C,I am an average American.,C,I am a woman.,C,I am a student.,C,I am an athlete.,C,I am a pet owner.,C,I am an independent thinker.,C,I am an enthusiastic supporter of my team.,C,I am a team player.,C,I am an environmental advocate.,C
I am a male.,C,I am a female.,C,I am an American.,C,I am Hispanic.,C,I am Asian.,C,I am African American.,C,I am a Christian.,C,I am a Democrat.,C,I am a Republican.,C,I am an introvert.,C
I am a woman.,C,I am a man.,C,I am a parent.,R,I am a student.,C,I am left-handed.,C,I am a musician.,C,I am an artist.,C,I am a Christian.,C,I am an athlete.,C,I am a teacher.,C
I am an American.,C,I am a Christian.,C,I am a cat-lover.,C,I am a college student.,C,I am a musician.,C,I am a runner.,C,I am a teacher.,C,I am outgoing.,C,I am a volunteer.,C,I am a writer.,C
I am a woman.,C,I am Hispanic.,C,I am a Christian.,C,I am an artist.,C,I am a parent.,R,I am a student.,C,I am an employee.,C,I am a leader.,C,I am a mentor.,C,I am an athlete.,C
I am a female.,C,I am an American citizen.,C,I am a Christian.,C,I am a college student.,C,I am a daughter.,R,I am a soccer player.,C,I am a writer.,C,I am a professional.,C,I am an artist.,C,I am an entrepreneur.,C
I am a female.,C,I am a mother.,R,I am a college graduate.,C,I am from a certain region.,C,I am a certain religion.,C,I am a certain race.,C,I am a certain age.,C,I am a certain political party.,C,I am left-handed.,C,I am a certain socio-economic class.,C
I am a Christian.,C,I am a daughter/son.,R,I am a mother/father.,R,I am an employee.,C,I am a student.,C,I am a teacher.,C,I am an American.,C,I am an athlete.,C,I am a hobbyist.,C,I am a friend.,R
I am a son/daughter.,R,I am a brother/sister.,R,I am a student.,C,I am an employee.,C,I am an athlete.,C,I am a musician.,C,I am an artist.,C,I am a writer.,C,I am a friend.,R,I am a believer.,C
I am a woman.,C,I am a Christian.,C,I am a teacher.,C,I am a Hispanic.,C,I am an alcoholic.,C,I am a writer.,C,I am an entrepreneur.,C,I am a student.,C,I am a parent.,R,I am a smoker.,C
I am a student.,C,I am a volunteer.,C,I am an artist.,C,I am a teacher.,C,I am a scientist.,C,I am a parent.,R,I am a musician.,C,I am an athlete.,C,I am a writer.,C,I am an entrepreneur.,C
I am a woman.,C,I am a man.,C,I am a Christian.,C,I am a Democrat.,C,I am a College Student.,C,I am an Engineer.,C,I am a Baseball Fan.,C,I am a Writer.,C,I am an Artist.,C,I am a Runner.,C
I am male.,C,I am female.,C,I am a student.,C,I am a teacher.,C,I am an artist.,C,I am a musician.,C,I am a single parent.,C,I am a carer.,C,I am an immigrant.,C,I am disabled.,C
I am a parent.,R,I am a teacher.,C,I am an artist.,C,I am a student.,C,I am a business owner.,C,I am an athlete.,C,I am a volunteer.,C,I am a musician.,C,I am a scientist.,C,I am a writer.,C
I am an introvert.,C,I am a geek.,C,I am an optimist.,C,I am an artist.,C,I am a powerlifter.,C,I am a vegan.,C,I am a music lover.,C,I am a feminist.,C,I am a religious person.,C,I am an environmentalist.,C
I am a woman.,C,I am a mother.,R,I am a student.,C,I am a teacher.,C,I am an artist.,C,I am a scientist.,C,I am a friend.,R,I am a Christian.,C,I am a Democrat.,C,I am a gardener.,C
